Data,NO2
2018-07-18,
2018-07-18,
2018-07-18,
2018-07-18,
2018-07-19,
2018-07-19,
2018-07-19,
2018-07-19,
2018-07-19,
2018-07-19,
2018-07-19,
2018-07-19,
2018-07-19,
2018-07-19,4.57818632981955E-5
2018-07-19,
2018-07-19,
2018-07-19,
2018-07-19,
2018-07-20,
2018-07-20,
2018-07-20,
2018-07-20,
2018-07-20,
2018-07-20,
2018-07-20,
2018-07-20,
2018-07-20,
2018-07-20,4.893330333288759E-5
2018-07-20,
2018-07-20,
2018-07-20,
2018-07-20,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,4.661378261516802E-5
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-21,
2018-07-22,
2018-07-22,
2018-07-22,
2018-07-22,
2018-07-22,
2018-07-22,
2018-07-22,
2018-07-22,
2018-07-22,
2018-07-22,5.262480465275762E-5
2018-07-22,
2018-07-22,
2018-07-22,
2018-07-22,
2018-07-23,
2018-07-23,
2018-07-23,
2018-07-23,
2018-07-23,
2018-07-23,
2018-07-23,
2018-07-23,
2018-07-23,
2018-07-23,5.227013483671391E-5
2018-07-23,
2018-07-23,
2018-07-23,
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-24,6.284022292356408E-5
2018-07-24,
2018-07-24,
2018-07-24,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-25,4.872475558072321E-5
2018-07-25,
2018-07-25,
2018-07-25,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,4.311146996804932E-5
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-26,
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-27,5.258316014078446E-5
2018-07-27,
2018-07-27,
2018-07-27,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,4.324302750394494E-5
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-28,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,5.565608444157988E-5
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-29,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-30,4.460282434592955E-5
2018-07-30,
2018-07-30,
2018-07-30,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,5.1617429349729324E-5
2018-07-31,
2018-07-31,
2018-07-31,
2018-07-31,
2018-08-01,
2018-08-01,
2018-08-01,
2018-08-01,
2018-08-01,
2018-08-01,
2018-08-01,
2018-08-01,
2018-08-01,
2018-08-01,5.480031177285127E-5
2018-08-01,
2018-08-01,
2018-08-01,
2018-08-02,
2018-08-02,
2018-08-02,
2018-08-02,
2018-08-02,
2018-08-02,
2018-08-02,
2018-08-02,
2018-08-02,
2018-08-02,4.76429059292327E-5
2018-08-02,
2018-08-02,
2018-08-02,
2018-08-02,
2018-08-03,
2018-08-03,
2018-08-03,
2018-08-03,
2018-08-03,
2018-08-03,
2018-08-03,
2018-08-03,
2018-08-03,
2018-08-03,5.5762742789475536E-5
2018-08-03,
2018-08-03,
2018-08-03,
2018-08-03,
2018-08-04,
2018-08-04,
2018-08-04,
2018-08-04,
2018-08-04,
2018-08-04,
2018-08-04,
2018-08-04,
2018-08-04,
2018-08-04,
2018-08-05,
2018-08-05,
2018-08-05,
2018-08-05,
2018-08-05,
2018-08-05,
2018-08-05,
2018-08-05,
2018-08-05,
2018-08-05,4.7641918564098225E-5
2018-08-05,
2018-08-05,
2018-08-05,
2018-08-06,
2018-08-06,
2018-08-06,
2018-08-06,
2018-08-06,
2018-08-06,
2018-08-06,
2018-08-06,
2018-08-06,
2018-08-06,
2018-08-06,4.820924805125773E-5
2018-08-06,
2018-08-06,
2018-08-06,
2018-08-06,
2018-08-07,
2018-08-07,
2018-08-07,
2018-08-07,
2018-08-07,
2018-08-07,
2018-08-07,
2018-08-07,
2018-08-07,
2018-08-07,4.335949782039473E-5
2018-08-07,
2018-08-07,
2018-08-07,
2018-08-07,
2018-08-08,
2018-08-08,
2018-08-08,
2018-08-08,
2018-08-08,
2018-08-08,
2018-08-08,
2018-08-08,
2018-08-08,
2018-08-08,6.005050838857284E-5
2018-08-08,
2018-08-08,
2018-08-08,
2018-08-08,
2018-08-09,
2018-08-09,
2018-08-09,
2018-08-09,
2018-08-09,
2018-08-09,
2018-08-09,
2018-08-09,
2018-08-09,
2018-08-09,5.147737662742838E-5
2018-08-09,
2018-08-09,
2018-08-09,
2018-08-09,
2018-08-10,
2018-08-10,
2018-08-10,
2018-08-10,
2018-08-10,
2018-08-10,
2018-08-10,
2018-08-10,
2018-08-10,
2018-08-10,5.157650405839042E-5
2018-08-10,
2018-08-10,
2018-08-10,
2018-08-10,
2018-08-11,
2018-08-11,
2018-08-11,
2018-08-11,
2018-08-11,
2018-08-11,
2018-08-12,
2018-08-12,
2018-08-12,
2018-08-12,
2018-08-12,
2018-08-12,
2018-08-12,5.031675921775927E-5
2018-08-12,
2018-08-12,
2018-08-12,
2018-08-12,
2018-08-13,
2018-08-13,
2018-08-13,
2018-08-13,
2018-08-13,
2018-08-13,
2018-08-13,
2018-08-13,
2018-08-13,
2018-08-13,5.7632995473699586E-5
2018-08-13,
2018-08-13,
2018-08-13,
2018-08-13,
2018-08-14,
2018-08-14,
2018-08-14,
2018-08-14,
2018-08-14,
2018-08-14,
2018-08-14,
2018-08-14,
2018-08-14,
2018-08-14,4.314113393295282E-5
2018-08-14,
2018-08-14,
2018-08-14,
2018-08-14,
2018-08-15,
2018-08-15,
2018-08-15,
2018-08-15,
2018-08-15,
2018-08-15,
2018-08-15,
2018-08-15,
2018-08-15,
2018-08-15,4.7853645810391754E-5
2018-08-15,
2018-08-15,
2018-08-15,
2018-08-15,
2018-08-16,
2018-08-16,
2018-08-16,
2018-08-16,
2018-08-16,
2018-08-16,
2018-08-16,
2018-08-16,
2018-08-16,
2018-08-16,
2018-08-16,5.149136995896697E-5
2018-08-16,
2018-08-16,
2018-08-16,
2018-08-16,
2018-08-17,
2018-08-17,
2018-08-17,
2018-08-17,
2018-08-17,
2018-08-17,
2018-08-17,
2018-08-17,
2018-08-17,
2018-08-17,5.0997063515023366E-5
2018-08-17,
2018-08-17,
2018-08-17,
2018-08-17,
2018-08-18,
2018-08-18,
2018-08-18,
2018-08-18,
2018-08-18,
2018-08-18,
2018-08-18,
2018-08-18,
2018-08-18,
2018-08-18,5.6772274397219754E-5
2018-08-18,
2018-08-18,
2018-08-18,
2018-08-18,
2018-08-19,
2018-08-19,
2018-08-19,
2018-08-19,
2018-08-19,
2018-08-19,
2018-08-19,
2018-08-19,
2018-08-19,
2018-08-19,4.8905999294182145E-5
2018-08-19,
2018-08-19,
2018-08-19,
2018-08-19,
2018-08-20,
2018-08-20,
2018-08-20,
2018-08-20,
2018-08-20,
2018-08-20,
2018-08-20,
2018-08-20,
2018-08-20,
2018-08-20,5.005646016797982E-5
2018-08-20,
2018-08-20,
2018-08-20,
2018-08-20,
2018-08-21,
2018-08-21,
2018-08-21,
2018-08-21,
2018-08-21,
2018-08-21,
2018-08-21,
2018-08-21,
2018-08-21,
2018-08-21,5.021779451836629E-5
2018-08-21,
2018-08-21,
2018-08-21,
2018-08-21,
2018-08-22,
2018-08-22,
2018-08-22,
2018-08-22,
2018-08-22,
2018-08-22,
2018-08-22,
2018-08-22,
2018-08-22,
2018-08-22,
2018-08-22,4.247133620083332E-5
2018-08-22,
2018-08-22,
2018-08-22,
2018-08-22,
2018-08-23,
2018-08-23,
2018-08-23,
2018-08-23,
2018-08-23,
2018-08-23,
2018-08-23,
2018-08-23,
2018-08-23,
2018-08-23,5.551049252972007E-5
2018-08-23,
2018-08-23,
2018-08-23,
2018-08-23,
2018-08-24,
2018-08-24,
2018-08-24,
2018-08-24,
2018-08-24,
2018-08-24,
2018-08-24,
2018-08-24,
2018-08-24,
2018-08-24,4.5771896522015845E-5
2018-08-24,
2018-08-24,
2018-08-24,
2018-08-24,
2018-08-25,
2018-08-25,
2018-08-25,
2018-08-25,
2018-08-25,
2018-08-25,
2018-08-25,
2018-08-25,
2018-08-25,
2018-08-25,4.7928406734478636E-5
2018-08-25,
2018-08-25,
2018-08-25,
2018-08-25,
2018-08-26,
2018-08-26,
2018-08-26,
2018-08-26,
2018-08-26,
2018-08-26,
2018-08-26,
2018-08-26,
2018-08-26,
2018-08-26,5.3456327467580136E-5
2018-08-26,
2018-08-26,
2018-08-26,
2018-08-26,
2018-08-27,
2018-08-27,
2018-08-27,
2018-08-27,
2018-08-27,
2018-08-27,
2018-08-27,
2018-08-27,
2018-08-27,
2018-08-27,
2018-08-27,4.779174185793346E-5
2018-08-27,
2018-08-27,
2018-08-27,
2018-08-27,
2018-08-28,
2018-08-28,
2018-08-28,
2018-08-28,
2018-08-28,
2018-08-28,
2018-08-28,
2018-08-28,
2018-08-28,
2018-08-28,5.272314364290868E-5
2018-08-28,
2018-08-28,
2018-08-28,
2018-08-28,
2018-08-29,
2018-08-29,
2018-08-29,
2018-08-29,
2018-08-29,
2018-08-29,
2018-08-29,
2018-08-29,
2018-08-29,
2018-08-29,4.99306941132793E-5
2018-08-29,
2018-08-29,
2018-08-29,
2018-08-29,
2018-08-30,
2018-08-30,
2018-08-30,
2018-08-30,
2018-08-30,
2018-08-30,
2018-08-30,
2018-08-30,
2018-08-30,
2018-08-30,4.908652038094373E-5
2018-08-30,
2018-08-30,
2018-08-30,
2018-08-30,
2018-08-31,
2018-08-31,
2018-08-31,
2018-08-31,
2018-08-31,
2018-08-31,
2018-08-31,
2018-08-31,
2018-08-31,
2018-08-31,5.421354864257016E-5
2018-08-31,
2018-08-31,
2018-08-31,
2018-08-31,
2018-09-01,
2018-09-01,
2018-09-01,
2018-09-01,
2018-09-01,
2018-09-01,
2018-09-01,
2018-09-01,
2018-09-01,
2018-09-01,
2018-09-01,6.497890219145211E-5
2018-09-01,
2018-09-01,
2018-09-01,
2018-09-01,
2018-09-02,
2018-09-02,
2018-09-02,
2018-09-02,
2018-09-02,
2018-09-02,
2018-09-02,
2018-09-02,
2018-09-02,
2018-09-02,6.0469516029115766E-5
2018-09-02,
2018-09-02,
2018-09-02,
2018-09-02,
2018-09-03,
2018-09-03,
2018-09-03,
2018-09-03,
2018-09-03,
2018-09-03,
2018-09-03,
2018-09-03,
2018-09-03,
2018-09-03,6.471511041674947E-5
2018-09-03,
2018-09-03,
2018-09-03,
2018-09-03,
2018-09-04,
2018-09-04,
2018-09-04,
2018-09-04,
2018-09-04,
2018-09-04,
2018-09-04,
2018-09-04,
2018-09-04,
2018-09-04,5.264764795197118E-5
2018-09-04,
2018-09-04,
2018-09-04,
2018-09-05,
2018-09-05,
2018-09-05,
2018-09-05,
2018-09-05,
2018-09-05,
2018-09-05,
2018-09-05,
2018-09-05,
2018-09-05,3.864055543090217E-5
2018-09-05,
2018-09-05,
2018-09-05,
2018-09-05,
2018-09-06,
2018-09-06,
2018-09-06,
2018-09-06,
2018-09-06,
2018-09-06,
2018-09-06,
2018-09-06,
2018-09-06,
2018-09-06,4.950749745147447E-5
2018-09-06,
2018-09-06,
2018-09-06,
2018-09-06,
2018-09-07,
2018-09-07,
2018-09-07,
2018-09-07,
2018-09-07,
2018-09-07,
2018-09-07,
2018-09-07,
2018-09-07,
2018-09-07,
2018-09-07,5.271080005147883E-5
2018-09-07,
2018-09-07,
2018-09-07,
2018-09-07,
2018-09-08,
2018-09-08,
2018-09-08,
2018-09-08,
2018-09-08,
2018-09-08,
2018-09-08,
2018-09-08,
2018-09-08,
2018-09-08,6.315529783455044E-5
2018-09-08,
2018-09-08,
2018-09-09,
2018-09-09,
2018-09-09,
2018-09-09,
2018-09-09,
2018-09-09,
2018-09-09,
2018-09-09,
2018-09-09,
2018-09-09,5.1799943513987354E-5
2018-09-09,
2018-09-09,
2018-09-09,
2018-09-09,
2018-09-10,
2018-09-10,
2018-09-10,
2018-09-10,
2018-09-10,
2018-09-10,
2018-09-10,
2018-09-10,
2018-09-10,
2018-09-10,4.610118776326999E-5
2018-09-10,
2018-09-10,
2018-09-10,
2018-09-10,
2018-09-11,
2018-09-11,
2018-09-11,
2018-09-11,
2018-09-11,
2018-09-11,
2018-09-11,
2018-09-11,
2018-09-11,
2018-09-11,5.9808091464219615E-5
2018-09-11,
2018-09-11,
2018-09-11,
2018-09-11,
2018-09-12,
2018-09-12,
2018-09-12,
2018-09-12,
2018-09-12,
2018-09-12,
2018-09-12,
2018-09-12,
2018-09-12,
2018-09-12,
2018-09-12,4.505043034441769E-5
2018-09-12,
2018-09-12,
2018-09-12,
2018-09-12,
2018-09-13,
2018-09-13,
2018-09-13,
2018-09-13,
2018-09-13,
2018-09-13,
2018-09-13,
2018-09-13,
2018-09-13,
2018-09-13,5.3050842082674995E-5
2018-09-13,
2018-09-13,
2018-09-13,
2018-09-13,
2018-09-14,
2018-09-14,
2018-09-14,
2018-09-14,
2018-09-14,
2018-09-14,
2018-09-14,
2018-09-14,
2018-09-14,
2018-09-14,5.5113243140786956E-5
2018-09-14,
2018-09-14,
2018-09-14,
2018-09-14,
2018-09-15,
2018-09-15,
2018-09-15,
2018-09-15,
2018-09-15,
2018-09-15,
2018-09-15,
2018-09-15,
2018-09-15,
2018-09-15,5.3865717004316E-5
2018-09-15,
2018-09-15,
2018-09-15,
2018-09-15,
2018-09-16,
2018-09-16,
2018-09-16,
2018-09-16,
2018-09-16,
2018-09-16,
2018-09-16,
2018-09-16,
2018-09-16,
2018-09-16,4.988830577368892E-5
2018-09-16,
2018-09-16,
2018-09-16,
2018-09-16,
2018-09-17,
2018-09-17,
2018-09-17,
2018-09-17,
2018-09-17,
2018-09-17,
2018-09-17,
2018-09-17,
2018-09-17,
2018-09-17,5.142868758412078E-5
2018-09-17,
2018-09-17,
2018-09-17,
2018-09-18,
2018-09-18,
2018-09-18,
2018-09-18,
2018-09-18,
2018-09-18,
2018-09-18,
2018-09-18,
2018-09-18,
2018-09-18,4.3366714599433187E-5
2018-09-18,
2018-09-18,
2018-09-18,
2018-09-18,
2018-09-19,
2018-09-19,
2018-09-19,
2018-09-19,
2018-09-19,
2018-09-19,
2018-09-19,
2018-09-19,
2018-09-19,
2018-09-19,3.972477665566092E-6
2018-09-19,
2018-09-19,
2018-09-19,
2018-09-19,
2018-09-20,
2018-09-20,
2018-09-20,
2018-09-20,
2018-09-20,
2018-09-20,
2018-09-20,
2018-09-20,
2018-09-20,
2018-09-20,4.7638409075508975E-5
2018-09-20,
2018-09-20,
2018-09-20,
2018-09-20,
2018-09-21,
2018-09-21,
2018-09-21,
2018-09-21,
2018-09-21,
2018-09-21,
2018-09-21,
2018-09-21,
2018-09-21,
2018-09-21,6.801465966329368E-5
2018-09-21,
2018-09-21,
2018-09-21,
2018-09-21,
2018-09-22,
2018-09-22,
2018-09-22,
2018-09-22,
2018-09-22,
2018-09-22,
2018-09-22,
2018-09-22,
2018-09-22,
2018-09-22,4.139837530572792E-5
2018-09-22,
2018-09-22,
2018-09-22,
2018-09-22,
2018-09-22,
2018-09-23,
2018-09-23,
2018-09-23,
2018-09-23,
2018-09-23,
2018-09-23,
2018-09-23,
2018-09-23,
2018-09-23,
2018-09-23,4.4627631723415107E-5
2018-09-23,
2018-09-23,
2018-09-23,
2018-09-24,
2018-09-24,
2018-09-24,
2018-09-24,
2018-09-24,
2018-09-24,
2018-09-24,
2018-09-24,
2018-09-24,6.256188798119828E-5
2018-09-24,
2018-09-24,
2018-09-24,
2018-09-24,
2018-09-25,
2018-09-25,
2018-09-25,
2018-09-25,
2018-09-25,
2018-09-25,
2018-09-25,
2018-09-25,4.9702925726702264E-5
2018-09-25,
2018-09-25,
2018-09-25,
2018-09-25,
2018-09-26,
2018-09-26,
2018-09-26,
2018-09-26,
2018-09-26,
2018-09-26,
2018-09-26,
2018-09-26,
2018-09-26,
2018-09-26,5.842848533173861E-5
2018-09-26,
2018-09-26,
2018-09-26,
2018-09-26,
2018-09-27,
2018-09-27,
2018-09-27,
2018-09-27,
2018-09-27,
2018-09-27,
2018-09-27,
2018-09-27,
2018-09-27,
2018-09-27,3.85203667346647E-5
2018-09-27,
2018-09-27,
2018-09-27,
2018-09-27,
2018-09-28,
2018-09-28,
2018-09-28,
2018-09-28,
2018-09-28,
2018-09-28,
2018-09-28,
2018-09-28,
2018-09-28,
2018-09-28,
2018-09-28,5.033882916904986E-5
2018-09-28,
2018-09-28,
2018-09-28,
2018-09-29,
2018-09-29,
2018-09-29,
2018-09-29,
2018-09-29,
2018-09-29,
2018-09-29,
2018-09-29,
2018-09-29,
2018-09-29,4.847482958621708E-5
2018-09-29,
2018-09-29,
2018-09-29,
2018-09-30,
2018-09-30,
2018-09-30,
2018-09-30,
2018-09-30,
2018-09-30,
2018-09-30,
2018-09-30,
2018-09-30,
2018-09-30,4.359000256463541E-5
2018-09-30,
2018-09-30,
2018-09-30,
2018-10-01,
2018-10-01,
2018-10-01,
2018-10-01,
2018-10-01,
2018-10-01,
2018-10-01,
2018-10-01,
2018-10-01,
2018-10-01,5.3752646635985E-5
2018-10-01,
2018-10-01,
2018-10-01,
2018-10-02,
2018-10-02,
2018-10-02,
2018-10-02,
2018-10-02,
2018-10-02,
2018-10-02,
2018-10-02,
2018-10-02,
2018-10-02,4.975217194309776E-5
2018-10-02,
2018-10-02,
2018-10-02,
2018-10-02,
2018-10-03,
2018-10-03,
2018-10-03,
2018-10-03,
2018-10-03,
2018-10-03,
2018-10-03,
2018-10-03,
2018-10-03,
2018-10-03,5.788979979115538E-5
2018-10-03,
2018-10-03,
2018-10-03,
2018-10-04,
2018-10-04,
2018-10-04,
2018-10-04,
2018-10-04,
2018-10-04,
2018-10-04,
2018-10-04,
2018-10-04,
2018-10-04,5.635833803006474E-5
2018-10-04,
2018-10-04,
2018-10-04,
2018-10-04,
2018-10-05,
2018-10-05,
2018-10-05,
2018-10-05,
2018-10-05,
2018-10-05,
2018-10-05,
2018-10-05,
2018-10-05,
2018-10-05,5.865030340995305E-5
2018-10-05,
2018-10-05,
2018-10-06,
2018-10-06,
2018-10-06,
2018-10-06,
2018-10-06,
2018-10-06,
2018-10-06,
2018-10-06,
2018-10-06,
2018-10-06,5.537397177678813E-5
2018-10-06,
2018-10-06,
2018-10-06,
2018-10-06,
2018-10-07,
2018-10-07,
2018-10-07,
2018-10-07,
2018-10-07,
2018-10-07,
2018-10-07,
2018-10-07,
2018-10-07,
2018-10-07,6.0991646649834224E-5
2018-10-07,
2018-10-07,
2018-10-07,
2018-10-07,
2018-10-08,
2018-10-08,
2018-10-08,
2018-10-08,
2018-10-08,
2018-10-08,
2018-10-08,
2018-10-08,
2018-10-08,
2018-10-08,5.662409603246488E-5
2018-10-08,
2018-10-08,
2018-10-08,
2018-10-08,
2018-10-08,
2018-10-09,
2018-10-09,
2018-10-09,
2018-10-09,
2018-10-09,
2018-10-09,
2018-10-09,
2018-10-09,
2018-10-09,
2018-10-09,3.761543121072464E-5
2018-10-09,
2018-10-09,
2018-10-09,
2018-10-09,
2018-10-10,
2018-10-10,
2018-10-10,
2018-10-10,
2018-10-10,
2018-10-10,
2018-10-10,
2018-10-10,
2018-10-10,
2018-10-10,5.769230428186341E-5
2018-10-10,
2018-10-10,
2018-10-10,
2018-10-10,
2018-10-11,
2018-10-11,
2018-10-11,
2018-10-11,
2018-10-11,
2018-10-11,
2018-10-11,
2018-10-11,
2018-10-11,
2018-10-11,4.1714885651614134E-5
2018-10-11,
2018-10-11,
2018-10-11,
2018-10-11,
2018-10-12,
2018-10-12,
2018-10-12,
2018-10-12,
2018-10-12,
2018-10-12,
2018-10-12,
2018-10-12,
2018-10-12,
2018-10-12,4.692539368988946E-5
2018-10-12,
2018-10-12,
2018-10-12,
2018-10-12,
2018-10-13,
2018-10-13,
2018-10-13,
2018-10-13,
2018-10-13,
2018-10-13,
2018-10-13,
2018-10-13,
2018-10-13,
2018-10-13,4.9330257752444595E-5
2018-10-13,
2018-10-13,
2018-10-13,
2018-10-13,
2018-10-14,
2018-10-14,
2018-10-14,
2018-10-14,
2018-10-14,
2018-10-14,
2018-10-14,
2018-10-14,
2018-10-14,
2018-10-14,
2018-10-14,4.104030813323334E-5
2018-10-14,
2018-10-14,
2018-10-14,
2018-10-14,
2018-10-15,
2018-10-15,
2018-10-15,
2018-10-15,
2018-10-15,
2018-10-15,
2018-10-15,
2018-10-16,
2018-10-16,
2018-10-16,
2018-10-16,
2018-10-16,
2018-10-16,
2018-10-16,
2018-10-16,
2018-10-16,
2018-10-16,5.2020587855046854E-5
2018-10-16,
2018-10-16,
2018-10-16,
2018-10-16,
2018-10-17,
2018-10-17,
2018-10-17,
2018-10-17,
2018-10-17,
2018-10-17,
2018-10-17,
2018-10-17,
2018-10-17,
2018-10-17,5.170153752632683E-5
2018-10-17,
2018-10-17,
2018-10-17,
2018-10-17,
2018-10-18,
2018-10-18,
2018-10-18,
2018-10-18,
2018-10-18,
2018-10-18,
2018-10-18,
2018-10-18,
2018-10-18,
2018-10-18,5.791784496977925E-5
2018-10-18,
2018-10-18,
2018-10-18,
2018-10-18,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-19,
2018-10-20,
2018-10-20,
2018-10-20,
2018-10-20,
2018-10-20,
2018-10-20,
2018-10-20,
2018-10-20,
2018-10-20,
2018-10-20,5.913127461099066E-5
2018-10-20,
2018-10-20,
2018-10-20,
2018-10-20,
2018-10-21,
2018-10-21,
2018-10-21,
2018-10-21,
2018-10-21,
2018-10-21,
2018-10-21,
2018-10-21,
2018-10-21,
2018-10-21,5.9166608739119587E-5
2018-10-21,
2018-10-21,
2018-10-21,
2018-10-21,
2018-10-22,
2018-10-22,
2018-10-22,
2018-10-22,
2018-10-22,
2018-10-22,
2018-10-22,
2018-10-22,
2018-10-22,
2018-10-22,7.004203941475091E-5
2018-10-22,
2018-10-22,
2018-10-22,
2018-10-22,
2018-10-23,
2018-10-23,
2018-10-23,
2018-10-23,
2018-10-23,
2018-10-23,
2018-10-23,
2018-10-23,
2018-10-23,
2018-10-23,4.6302782878296375E-5
2018-10-23,
2018-10-23,
2018-10-23,
2018-10-23,
2018-10-24,
2018-10-24,
2018-10-24,
2018-10-24,
2018-10-24,
2018-10-24,
2018-10-24,
2018-10-24,
2018-10-24,
2018-10-24,4.649989125996984E-5
2018-10-24,
2018-10-24,
2018-10-24,
2018-10-24,
2018-10-24,
2018-10-25,
2018-10-25,
2018-10-25,
2018-10-25,
2018-10-25,
2018-10-25,
2018-10-25,
2018-10-25,
2018-10-25,
2018-10-25,6.128610640126448E-5
2018-10-25,
2018-10-25,
2018-10-25,
